TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRKM6;14,99;;-2,53;2,38;0,13;2,65;-4,95;-6,47;-3,31;-10,74;-6,61;4,75;0,16;0,91;-0,22;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;2.525,11;6,30;-5,91;0,01;14.899.764.945,10
BRML3;8,26;;12,72;0,60;0,38;89,11;67,22;34,91;6,61;8,19;1,59;0,14;4,44;-332,15;-0,41;0,99;4,70;3,01;6,57;0,64;0,35;0,09;2,70;;;13,82;0,65;-15,71;6.841.542.281,84
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;2.066.991,77;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,57;16,79;10,76;0,00;-0,85;-0,85;-0,48;0,00;0,00;0,00;2,53;36,62;20,08;33,56;0,55;0,44;1,87;19,62;108,83;;1,56;0,57;0,00;0,00
BRSR3;13,67;6,71;5,96;0,58;0,05;33,16;7,22;6,38;5,27;5,25;;;0,38;0,99;-0,05;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;127.113,30;23,66;2,29;0,40;5.576.661.571,17
BRSR5;18,49;5,04;8,07;0,78;0,06;33,16;7,22;6,38;7,13;5,25;;;0,51;1,34;-0,06;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;7.277,56;23,66;2,29;0,54;5.576.661.571,17
BRSR6;13,32;6,89;5,81;0,56;0,04;33,16;7,22;6,38;5,13;5,25;;;0,37;0,96;-0,05;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;15.986.569,33;23,66;2,29;0,39;5.576.661.571,17
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;13,00;0,35;14,19;1,91;0,10;30,10;4,30;5,31;17,53;17,22;;;0,75;-0,40;-0,11;0,28;13,48;0,70;;0,05;0,95;0,13;20,22;5,52;6.346,30;6,80;0,92;0,96;4.636.704.500,00
BSLI4;12,00;0,42;13,10;1,77;0,09;30,10;4,30;5,31;16,18;17,22;;;0,70;-0,37;-0,10;0,28;13,48;0,70;;0,05;0,95;0,13;20,22;5,52;7.391,76;6,80;0,92;0,88;4.636.704.500,00
BTTL4;11.091,73;;5.203,28;1.330,77;1.161,79;13,55;12,07;6,58;2.835,92;2,26;-0,31;-0,15;342,24;2.554,35;-2.237,49;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;;8,33;2,13;-109,63;149.943.131,12
CALI3;18,51;2,41;4,89;2,14;0,34;25,75;13,41;8,96;3,27;5,09;1,82;1,19;0,44;3,01;-0,47;1,69;43,82;6,98;20,66;0,16;0,84;0,78;65,29;25,04;7.662,00;8,63;3,78;0,03;68.875.173,21
CALI4;50,00;;13,22;5,79;0,92;25,75;13,41;8,96;8,83;5,09;1,82;1,19;1,18;8,14;-1,28;1,69;43,82;6,98;20,66;0,16;0,84;0,78;65,29;25,04;;8,63;3,78;0,07;68.875.173,21
CAMB3;10,79;1,28;5,94;2,08;1,29;47,78;22,12;16,05;4,31;4,53;0,25;0,12;0,95;5,52;-2,50;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;1.388.977,97;5,19;1,82;0,26;453.188.857,60
CAMB4;6,25;2,21;3,44;1,21;0,75;47,78;22,12;16,05;2,50;4,53;0,25;0,12;0,55;3,20;-1,45;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;;5,19;1,82;0,15;453.188.857,60
CAML3;8,52;3,39;6,15;0,99;0,32;20,98;8,22;4,71;3,52;7,00;3,49;0,98;0,29;1,18;-0,72;1,99;16,16;5,26;10,72;0,33;0,67;1,12;16,96;14,10;7.092.732,60;8,57;1,38;0,02;2.975.000.000,00
CASH3;7,55;;-16,82;0,84;0,54;-22,15;-22,16;-11,35;-8,62;-3,07;5,51;-0,54;1,91;1,11;-2,57;2,65;-4,98;-3,24;-10,47;0,65;0,34;0,29;70,01;;11.793.378,10;9,02;-0,45;0,41;651.083.216,80
CASN3;9,61;0,23;164,59;4,97;2,19;43,12;16,91;3,81;37,09;40,91;6,22;0,83;6,27;-31,74;-2,48;0,63;3,02;1,33;6,32;0,44;0,56;0,35;6,67;;;1,93;0,06;-4,36;9.343.450.886,50
CASN4;8,37;0,29;143,35;4,33;1,91;43,12;16,91;3,81;32,31;40,91;6,22;0,83;5,46;-27,64;-2,16;0,63;3,02;1,33;6,32;0,44;0,56;0,35;6,67;;;1,93;0,06;-3,80;9.343.450.886,50
CATA3;103,61;19,05;0,72;0,08;0,04;26,77;6,60;6,77;0,73;3,39;2,66;0,30;0,05;0,12;-0,10;1,93;11,53;5,28;4,25;0,46;0,54;0,78;12,66;;;1.257,08;144,89;-0,02;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;26,77;6,60;6,77;0,00;3,39;2,66;0,30;0,00;0,00;0,00;1,93;11,53;5,28;4,25;0,46;0,54;0,78;12,66;;;1.257,08;144,89;0,00;14.940.354,78
CBAV3;4,31;8,02;-2,04;0,54;0,19;-12,43;-12,73;-11,59;-1,86;-4,13;-2,28;0,66;0,24;0,94;-0,30;2,26;-26,28;-9,32;-18,02;0,35;0,63;0,80;;;18.997.508,00;8,03;-2,11;0,01;2.568.041.665,23
CBEE3;13,10;;-18,08;0,62;0,19;17,00;10,48;-2,39;4,13;10,60;6,47;0,97;0,43;-0,86;-0,23;0,46;-3,43;-1,04;7,07;0,30;0,70;0,44;7,69;;1.656,00;21,13;-0,72;0,04;3.327.855.958,60
CCRO3;13,41;1,44;29,00;2,14;0,51;42,94;30,38;5,64;5,38;9,89;4,50;1,79;1,64;20,98;-0,65;1,13;7,37;1,77;9,69;0,24;0,75;0,31;12,68;-12,27;68.908.134,13;6,28;0,46;-0,37;27.128.600.000,00
CCXC3;1,16;;-0,18;-0,03;2,38;;;;-2,43;-2,39;0,04;;;-0,03;;0,01;-14,81;-1.353,02;1,07;-91,35;92,46;0,00;;;;-44,46;-6,59;0,00;1.973.425,64
CEAB3;7,30;;48,39;0,79;0,26;51,91;6,10;0,73;5,78;7,33;1,55;0,21;0,35;1,44;-0,49;1,59;1,64;0,53;8,09;0,32;0,68;0,73;4,19;-13,65;20.866.056,93;9,22;0,15;-0,27;2.247.106.545,72
CEBR3;17,70;14,98;6,55;1,22;0,87;42,78;84,57;67,30;5,21;2,81;-2,76;-0,65;4,41;1,99;-1,84;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;167.906,47;14,50;2,70;-22,18;1.362.569.117,70
CEBR5;17,50;15,15;6,48;1,21;0,86;42,78;84,57;67,30;5,15;2,81;-2,76;-0,65;4,36;1,96;-1,82;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;154.421,57;14,50;2,70;-21,93;1.362.569.117,70
CEBR6;19,82;14,72;7,33;1,37;0,98;42,78;84,57;67,30;5,84;2,81;-2,76;-0,65;4,94;2,22;-2,06;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;201.679,80;14,50;2,70;-24,83;1.362.569.117,70
CEDO3;30,99;;4,84;1,67;0,37;28,22;15,02;5,48;1,77;2,93;1,21;1,15;0,27;5,23;-0,81;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;17.486,17;18,52;6,40;-0,01;301.357.136,96
CEDO4;29,00;;4,53;1,57;0,35;28,22;15,02;5,48;1,65;2,93;1,21;1,15;0,25;4,90;-0,75;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;86.590,00;18,52;6,40;-0,01;301.357.136,96
CEEB3;39,61;3,11;7,30;1,75;0,37;28,66;22,40;9,86;3,21;7,97;4,04;2,20;0,72;-6,28;-0,48;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;44.431,29;22,61;5,43;-0,29;12.701.400.937,53
CEEB5;38,26;3,22;7,05;1,69;0,36;28,66;22,40;9,86;3,10;7,97;4,04;2,20;0,70;-6,07;-0,46;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;7.578,50;22,61;5,43;-0,28;12.701.400.937,53
CEEB6;60,68;2,24;11,18;2,68;0,57;28,66;22,40;9,86;4,92;7,97;4,04;2,20;1,10;-9,62;-0,74;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;;22,61;5,43;-0,45;12.701.400.937,53
CEED3;24,28;;-4,21;-0,56;0,22;19,39;8,58;-8,03;3,94;10,56;6,62;;0,34;-5,88;-0,36;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;5.517,17;-43,45;-5,76;0,02;1.656.813.104,84
CEED4;21,74;;-3,77;-0,50;0,20;19,39;8,58;-8,03;3,53;10,56;6,62;;0,30;-5,27;-0,32;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;13.395,67;-43,45;-5,76;0,01;1.656.813.104,84
CEGR3;88,32;0,86;59,53;16,36;5,10;26,97;16,70;6,55;23,35;24,10;0,75;0,53;3,90;-234,32;-7,01;0,93;27,48;8,57;30,44;0,31;0,69;1,31;9,87;2,60;;5,40;1,48;-2,91;22.931.204.490,24
CEPE3;125,26;;194,71;6,27;0,70;18,71;11,07;0,58;10,25;17,49;7,99;4,89;1,13;-39,10;-0,93;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-2,50;8.662.392.210,18
CEPE5;40,12;;62,36;2,01;0,22;18,71;11,07;0,58;3,28;17,49;7,99;4,89;0,36;-12,52;-0,30;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,80;8.662.392.210,18
CEPE6;43,00;;66,84;2,15;0,24;18,71;11,07;0,58;3,52;17,49;7,99;4,89;0,39;-13,42;-0,32;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,86;8.662.392.210,18
CESP3;25,55;;4,45;1,03;0,56;37,46;64,14;117,96;8,18;7,45;-0,67;-0,08;5,25;8,08;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP5;25,00;;4,35;1,01;0,55;37,46;64,14;117,96;8,00;7,45;-0,67;-0,08;5,13;7,90;-0,70;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP6;25,25;;4,40;1,02;0,55;37,46;64,14;117,96;8,08;7,45;-0,67;-0,08;5,18;7,98;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CGAS3;114,14;2,70;43,00;34,04;1,08;22,25;18,15;2,21;5,23;7,09;1,86;12,07;0,95;61,36;-1,75;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;45.918,27;3,35;2,65;-0,54;15.125.899.800,18
CGAS5;122,97;2,76;46,32;36,68;1,16;22,25;18,15;2,21;5,64;7,09;1,86;12,07;1,02;66,11;-1,89;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;196.019,72;3,35;2,65;-0,58;15.125.899.800,18
CGRA3;25,80;5,53;6,04;0,59;0,43;53,77;6,83;12,81;11,31;8,39;-3,05;-0,16;0,77;1,59;-0,75;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;108.982,97;43,61;4,27;-0,23;524.116.625,04
CGRA4;26,31;5,43;6,16;0,60;0,44;53,77;6,83;12,81;11,54;8,39;-3,05;-0,16;0,79;1,63;-0,77;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;221.900,57;43,61;4,27;-0,24;524.116.625,04
CIEL3;4,54;6,24;6,38;1,03;0,13;46,49;32,18;18,27;3,62;5,29;1,63;0,46;1,17;0,99;-1,10;1,17;16,16;2,00;12,10;0,12;0,85;0,11;-1,62;-13,77;109.482.530,83;4,41;0,71;0,18;12.470.181.129,99
CLSA3;3,18;;-21,31;0,83;0,67;34,44;-16,03;-5,38;-7,15;-2,91;4,47;-0,52;1,15;1,40;-1,94;3,59;-3,92;-3,12;-12,16;0,80;0,20;0,58;;;2.933.720,07;3,81;-0,15;0,32;616.397.476,80
CLSC3;69,90;2,41;4,72;0,85;0,23;15,15;9,04;5,50;2,87;4,73;1,90;0,56;0,26;-3,73;-0,33;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;19.851,45;82,64;14,82;0,06;2.661.357.085,36
CLSC4;68,39;2,71;4,62;0,83;0,23;15,15;9,04;5,50;2,81;4,73;1,90;0,56;0,25;-3,64;-0,33;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;678.220,37;82,64;14,82;0,06;2.661.357.085,36
CMIG3;15,05;6,58;4,96;1,36;0,59;24,73;21,11;18,52;4,35;4,81;1,04;0,32;0,92;10,34;-0,78;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;15.003.197,70;11,10;3,04;16,98;28.697.575.890,40
CMIG4;11,98;8,27;3,95;1,08;0,47;24,73;21,11;18,52;3,46;4,81;1,04;0,32;0,73;8,23;-0,62;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;167.019.688,27;11,10;3,04;13,51;28.697.575.890,40
CMIN3;6,73;10,36;11,98;3,23;1,25;46,73;30,79;17,76;6,91;6,52;-0,41;-0,19;2,13;4,14;-2,29;2,96;26,92;10,40;22,14;0,39;0,61;0,59;19,26;28,57;53.807.378,87;2,09;0,56;1,12;37.026.037.156,50
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;50,01;0,62;7,10;0,92;0,30;17,53;14,52;6,27;3,06;6,65;4,31;1,29;0,44;-2,26;-0,39;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;10.002,00;54,49;7,05;1,36;2.974.901.258,91
COCE5;41,75;0,74;5,92;0,77;0,25;17,53;14,52;6,27;2,56;6,65;4,31;1,29;0,37;-1,89;-0,32;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;889.945,80;54,49;7,05;1,14;2.974.901.258,91
COCE6;19,17;1,61;2,72;0,35;0,11;17,53;14,52;6,27;1,17;6,65;4,31;1,29;0,17;-0,87;-0,15;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;;54,49;7,05;0,52;2.974.901.258,91
COGN3;3,15;;-19,77;0,49;0,23;64,83;9,61;-5,26;10,82;22,12;11,13;0,50;1,04;7,63;-0,28;1,21;-2,47;-1,19;2,42;0,48;0,48;0,23;-1,73;;66.236.214,63;6,44;-0,16;-1,33;6.005.139.872,00
CORR3;2,71;2.762,62;0,01;0,01;0,00;100,00;2.689,16;2.211,14;0,01;-1,20;-1,35;-2,58;0,19;0,01;-0,02;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CORR4;82,00;91,30;0,26;0,41;0,12;100,00;2.689,16;2.211,14;0,21;-1,20;-1,35;-2,58;5,72;0,20;-0,48;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CPFE3;37,30;8,98;8,01;2,37;0,58;33,17;28,29;13,44;3,80;5,53;1,72;1,07;1,08;-14,02;-0,76;0,85;29,54;7,28;19,86;0,25;0,74;0,54;8,03;35,39;52.356.872,53;15,77;4,66;1,29;43.048.225.878,40
CPLE11;50,12;3,28;14,94;1,29;0,54;21,02;13,52;9,07;10,03;13,24;3,21;0,41;1,36;6,92;-0,71;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;12.760.068,47;38,98;3,35;0,12;29.899.693.364,18
CPLE3;9,08;3,35;13,53;1,16;0,49;21,02;13,52;9,07;9,08;13,24;3,21;0,41;1,23;6,27;-0,64;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;59.417.725,73;7,80;0,67;0,11;29.899.693.364,18
CPLE5;24,08;1,73;35,89;3,09;1,29;21,02;13,52;9,07;24,08;13,24;3,21;0,41;3,26;16,63;-1,69;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;9.034,58;7,80;0,67;0,28;29.899.693.364,18
CPLE6;10,15;3,29;15,13;1,30;0,54;21,02;13,52;9,07;10,15;13,24;3,21;0,41;1,37;7,01;-0,71;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;154.446.749,63;7,80;0,67;0,12;29.899.693.364,18
CPRE3;18,23;;8,36;1,81;0,89;54,95;40,56;44,52;9,18;8,84;-0,34;-0,07;3,72;-4,97;-1,09;0,50;21,64;10,67;13,12;0,49;0,50;0,24;12,91;157,26;;10,07;2,18;6,11;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;12,00;1,23;32,94;1,28;0,29;19,28;4,13;0,70;5,56;9,25;3,69;0,85;0,23;-6,49;-0,52;0,91;3,88;0,88;9,16;0,23;0,76;1,26;15,40;-13,64;97.801.121,97;9,38;0,36;-0,46;25.299.532.932,00
CRIV3;5,61;;20,85;0,54;0,04;23,64;0,82;1,29;32,95;33,20;;;0,27;0,08;-0,08;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;8.031,07;10,35;0,27;-0,10;581.928.367,86
CRIV4;5,52;4,29;20,52;0,53;0,04;23,64;0,82;1,29;32,42;33,20;;;0,26;0,08;-0,08;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;79.361,75;10,35;0,27;-0,09;581.928.367,86
CRPG3;39,95;13,14;17,42;1,67;1,24;7,03;3,33;11,13;58,24;50,56;-4,76;-0,14;1,94;2,28;-3,95;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;3.995,00;23,88;2,29;-0,47;1.101.397.671,22
CRPG5;36,88;14,23;16,09;1,54;1,14;7,03;3,33;11,13;53,76;50,56;-4,76;-0,14;1,79;2,10;-3,65;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;111.125,79;23,88;2,29;-0,43;1.101.397.671,22
CRPG6;37,49;14,00;16,35;1,57;1,16;7,03;3,33;11,13;54,65;50,56;-4,76;-0,14;1,82;2,14;-3,71;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;37.471,25;23,88;2,29;-0,44;1.101.397.671,22
CSAB3;30,50;1,97;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;21.735,67;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;1,35;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;60.668,75;27,56;2,46;-0,03;305.164.800,00
CSAN3;18,28;2,34;-74,14;1,85;0,25;26,67;30,14;-1,14;2,80;6,66;3,85;2,55;0,84;3,18;-0,31;1,62;-2,50;-0,34;10,29;0,13;0,65;0,29;38,95;;112.569.697,83;9,86;-0,25;0,58;34.370.460.892,88
CSED3;4,57;1,51;21,35;1,16;0,35;46,83;17,37;3,51;4,32;4,68;0,41;0,11;0,75;14,49;-0,45;1,12;5,42;1,65;16,50;0,30;0,70;0,47;15,05;-2,13;2.671.246,03;3,95;0,21;0,33;1.644.086.909,52
CSMG3;22,30;12,97;6,56;1,07;0,61;40,21;23,61;18,47;5,13;7,17;2,03;0,42;1,21;8,48;-0,75;1,58;16,38;9,22;10,82;0,56;0,44;0,50;7,38;18,19;26.659.093,67;20,75;3,40;0,06;8.506.261.153,53
CSNA3;17,12;11,45;-25,79;1,28;0,26;25,98;10,23;-1,98;4,98;10,91;5,95;1,53;0,51;2,06;-0,40;1,53;-4,96;-1,00;7,11;0,20;0,77;0,50;19,08;;105.926.259,20;13,39;-0,66;0,19;22.609.901.796,35
CSRN3;28,00;3,97;8,07;3,29;0,82;31,55;26,27;16,02;4,92;7,44;2,59;1,73;1,29;-142,61;-1,09;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;6.988,72;8,51;3,47;2,06;4.637.082.727,80
CSRN5;26,20;4,66;7,55;3,08;0,76;31,55;26,27;16,02;4,61;7,44;2,59;1,73;1,21;-133,44;-1,02;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;6.313,33;8,51;3,47;1,93;4.637.082.727,80
CSRN6;25,51;4,79;7,35;3,00;0,74;31,55;26,27;16,02;4,48;7,44;2,59;1,73;1,18;-129,93;-0,99;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;3.550,33;8,51;3,47;1,88;4.637.082.727,80
CSUD3;18,98;5,30;9,19;1,92;1,30;39,20;21,27;16,20;7,00;6,95;-0,05;-0,01;1,49;20,35;-1,81;1,29;20,92;14,16;17,83;0,68;0,32;0,87;1,99;13,82;1.292.817,63;9,87;2,07;0,35;794.200.000,00
CTCA3;0,00;;0,00;0,00;0,00;57,29;23,31;29,83;0,00;-4,02;-4,02;-0,39;0,00;0,00;0,00;4,66;12,50;10,96;5,58;0,88;0,12;0,37;20,53;49,76;;2,69;0,34;0,00;0,00
CTKA3;15,00;;2,42;-0,75;0,15;40,51;10,29;6,12;1,44;8,67;7,05;;0,15;0,51;-0,47;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;1.500,00;-20,01;6,19;-0,01;104.725.023,50
CTKA4;18,50;;2,99;-0,92;0,18;40,51;10,29;6,12;1,78;8,67;7,05;;0,18;0,63;-0,59;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;16.988,00;-20,01;6,19;-0,01;104.725.023,50
CTNM3;8,20;;-0,59;1,05;0,08;14,02;-22,47;-29,57;-0,78;-3,84;-3,41;4,56;0,18;-0,25;-0,11;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;13.249,17;7,84;-13,80;0,00;139.003.208,93
CTNM4;1,49;;-0,11;0,19;0,01;14,02;-22,47;-29,57;-0,14;-3,84;-3,41;4,56;0,03;-0,05;-0,02;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;573.101,70;7,84;-13,80;0,00;139.003.208,93
CTSA3;4,66;;-2,63;0,56;0,21;-22,39;-15,56;-45,69;-7,74;-17,95;-10,51;0,76;1,20;2,51;-0,30;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;466.686,10;8,28;-1,77;-0,06;124.655.018,88
CTSA4;2,15;;-1,22;0,26;0,09;-22,39;-15,56;-45,69;-3,57;-17,95;-10,51;0,76;0,56;1,16;-0,14;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;295.589,83;8,28;-1,77;-0,03;124.655.018,88
CTSA8;0,00;;0,00;0,00;0,00;-22,39;-15,56;-45,69;0,00;-17,95;-10,51;0,76;0,00;0,00;0,00;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;;8,28;-1,77;0,00;124.655.018,88
CURY3;18,10;4,35;12,78;5,72;1,68;37,81;19,69;15,56;10,11;9,27;-0,89;-0,50;1,99;3,99;-6,33;2,34;44,76;13,12;26,74;0,29;0,66;0,84;22,62;29,64;27.948.852,83;3,16;1,42;0,61;5.306.289.099,84
CVCB3;3,20;;-3,51;3,85;0,42;100,00;-7,43;-37,97;-17,93;-22,27;-4,16;0,90;1,33;-4,07;-0,93;0,84;-109,80;-11,90;-7,90;0,11;0,89;0,31;0,61;;70.889.963,03;0,83;-0,91;3,60;1.697.659.243,31
CXSE3;13,46;7,51;11,44;3,16;3,14;;;;10,30;9,80;-0,48;-0,15;;21,13;-3,72;17,58;27,65;27,40;26,40;0,99;0,01;0,00;;22,12;28.321.350,67;4,25;1,18;0,30;40.290.000.000,00
CYRE3;22,41;3,77;9,93;1,15;0,53;32,09;17,55;15,25;8,63;10,92;2,19;0,29;1,51;1,54;-1,09;2,93;11,59;5,30;6,62;0,46;0,50;0,35;15,15;;125.050.192,50;19,47;2,26;0,98;9.058.171.825,34
DASA3;8,66;;-7,73;0,82;0,24;28,78;7,35;-5,93;6,24;14,85;8,58;1,13;0,46;3,76;-0,34;1,27;-10,61;-3,11;4,96;0,29;0,71;0,52;31,03;;2.419.278,20;10,55;-1,12;-0,05;6.564.414.639,68
DESK3;13,27;0,15;17,14;1,21;0,52;63,04;33,72;9,69;4,93;7,09;2,22;0,55;1,66;-21,78;-0,60;0,84;7,08;3,03;13,70;0,43;0,56;0,31;;;2.413.014,03;10,94;0,77;0,19;1.512.281.326,40
DEXP3;11,84;3,30;6,98;1,61;0,78;20,55;15,24;8,86;4,06;3,59;-0,45;-0,18;0,62;1,75;-2,27;3,17;23,11;11,23;19,07;0,49;0,42;1,27;34,10;14,48;1.958.435,87;7,34;1,70;0,36;1.108.765.885,95
DEXP4;11,90;4,15;7,01;1,62;0,79;20,55;15,24;8,86;4,08;3,59;-0,45;-0,18;0,62;1,76;-2,28;3,17;23,11;11,23;19,07;0,49;0,42;1,27;34,10;14,48;39.507,79;7,34;1,70;0,36;1.108.765.885,95
DIRR3;21,56;;12,11;1,93;0,52;34,87;20,76;13,70;7,99;7,99;-0,05;-0,01;1,66;1,55;-0,98;3,56;15,96;4,30;12,34;0,27;0,71;0,31;23,53;;41.714.416,13;11,15;1,78;0,12;3.763.215.000,00
DMMO11;0,34;;-49,97;-0,36;0,53;54,54;8,16;-1,10;6,75;32,11;-2,85;;0,55;1,78;-1,29;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;;-0,93;-0,01;0,49;949.254.731,04
DMMO3;1,76;;-258,65;-1,88;2,76;54,54;8,16;-1,10;34,96;32,11;-2,85;;2,85;9,24;-6,66;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;;-0,93;-0,01;2,52;949.254.731,04
DMVF3;5,96;;20,02;0,35;0,20;31,90;2,47;0,90;7,31;6,80;-0,61;-0,03;0,18;4,26;-0,28;1,19;1,75;0,99;4,49;0,57;0,43;1,10;319,38;;345.980,63;17,03;0,30;-0,76;305.641.165,68
